county_name,state_code,total_quakes,avg_mag,max_mag,severe_quakes
Franklin County,AR,0,0,0,0
Northampton County,NC,0,0,0,0
Gunnison County,CO,32,2.8031249999999996,3.5,0
Drew County,AR,1,2.8,2.8,0
Ben Hill County,GA,0,0,0,0
Piscataquis County,ME,22,1.6363636363636365,2.5,0
Idaho County,ID,8,2.0774999999999997,4.1,0
Pitkin County,CO,43,2.0767441860465117,3.4,0
Rabun County,GA,5,2.082,2.3,0
Marion County,AR,106,2.010094339622641,3.7,0
Clayton County,IA,0,0,0,0
Falls County,TX,0,0,0,0
Mariposa County,CA,983,1.774282807731432,3.38,0
Madison County,AR,5,2.3200000000000003,2.5,0
Bristol City,VA,9,2.304444444444444,2.9,0
Mason County,KY,22,2.2313636363636364,3.04,0
Chickasaw County,MS,0,0,0,0
Tama County,IA,0,0,0,0
Robertson County,TX,2,2.45,2.7,0
Union County,IL,28,2.2150000000000003,3.5,0
Dixie County,FL,0,0,0,0
Manassas Park City,VA,3,1.7933333333333337,2.04,0
Union County,SD,1,3,3,0
Buckingham County,VA,12,2.370833333333333,2.96,0
McCreary County,KY,9,2.4333333333333336,3.2,0
Cooper County,MO,1,3.3,3.3,0
Lewis County,WV,4,2.625,2.8,0
Baker County,OR,63,1.9433333333333336,3.3,0
Lafayette County,WI,0,0,0,0
Jackson County,AR,40,1.9985,2.9,0
Arkansas County,AR,0,0,0,0
Madison County,IA,0,0,0,0
Washburn County,WI,0,0,0,0
Burnett County,WI,0,0,0,0
Rush County,IN,1,3.8,3.8,0
Hardin County,IA,0,0,0,0
Piatt County,IL,1,2.4,2.4,0
Cross County,AR,21,2.202857142857143,3.9,0
Edgar County,IL,1,1.98,1.98,0
Scurry County,TX,989,2.076192108794739,5.1,1
Bond County,IL,5,2.5840000000000005,3.12,0
Giles County,VA,25,2.3688,3.2,0
La Paz County,AZ,0,0,0,0
Warren County,IL,0,0,0,0
Richland County,ND,0,0,0,0
Iowa County,IA,0,0,0,0
Fountain County,IN,2,3.16,3.82,0
Taylor County,WV,0,0,0,0
Alamosa County,CO,176,1.4613636363636369,3.4,0
Radford City,VA,18,2.3433333333333337,2.8,0
Holmes County,MS,0,0,0,0
Clay County,IA,1,2.7,2.7,0
Appomattox County,VA,6,2.448333333333333,2.96,0
Bayfield County,WI,0,0,0,0
Sequatchie County,TN,92,1.8521739130434782,2.8,0
Parke County,IN,3,3.1333333333333333,3.82,0
Lee County,SC,5,1.9420000000000002,2.3,0
Socorro County,NM,27,2.762962962962964,3.8,0
Crawford County,IA,0,0,0,0
Brooks County,GA,0,0,0,0
Potter County,PA,0,0,0,0
Lawrence County,AR,175,2.0181714285714296,3.3,0
Kanabec County,MN,0,0,0,0
Hill County,MT,0,0,0,0
Wayne County,TN,10,2.1949999999999994,2.7,0
Atchison County,KS,1,3.1,3.1,0
Jasper County,MS,0,0,0,0
Dade County,GA,140,2.0522142857142858,3.2,0
Fayette County,AL,21,2.5161904761904763,3,0
Lawrence County,KY,2,2.75,3.2,0
Rockcastle County,KY,3,2.5833333333333335,2.67,0
Bates County,MO,1,3.3,3.3,0
Otoe County,NE,1,3.6,3.6,0
Leon County,TX,0,0,0,0
Crawford County,WI,0,0,0,0
Ashland County,WI,0,0,0,0
New Madrid County,MO,3992,1.6406713426853787,3.9,0
Wayne County,IL,12,2.4483333333333337,3.4,0
Casey County,KY,0,0,0,0
Benton County,TN,2,1.9649999999999999,2.23,0
Van Buren County,AR,1642,2.023057247259439,4.7,0
Aitkin County,MN,0,0,0,0
Phillips County,AR,6,2.2616666666666667,2.4,0
Trinity County,CA,546,2.0878937728937723,5.4,1
Brunswick County,VA,0,0,0,0
Sevier County,AR,0,0,0,0
Grand County,CO,0,0,0,0
Osage County,KS,0,0,0,0
Henry County,KY,3,2.4599999999999995,2.78,0
Gooding County,ID,1,1.67,1.67,0
Neosho County,KS,1,3,3,0
Marquette County,WI,0,0,0,0
Pawnee County,OK,1750,2.196794285714278,5.8,2
Jefferson County,IA,0,0,0,0
Richland County,IL,56,2.4137499999999994,5.2,1
Marshall County,OK,173,1.6502890173410394,3.5,0
Carroll County,IL,0,0,0,0
Mercer County,IL,0,0,0,0
Nottoway County,VA,1,2.5,2.5,0
Williamsburg City,VA,0,0,0,0
Floyd County,VA,4,2.215,2.57,0
Union County,FL,0,0,0,0
Brown County,IN,0,0,0,0
Floyd County,IA,0,0,0,0
Jefferson County,GA,3,2.4066666666666667,2.6,0
De Witt County,IL,0,0,0,0
Barbour County,WV,0,0,0,0
Vermillion County,IN,2,2.9,3.82,0
Clarke County,MS,0,0,0,0
Redwood County,MN,0,0,0,0
West Feliciana Parish,LA,0,0,0,0
Jasper County,GA,16,2.2175000000000002,2.6,0
Tipton County,IN,1,3.8,3.8,0
Clark County,IL,1,2.5,2.5,0
Grayson County,VA,85,1.928470588235295,5.1,1
Moniteau County,MO,1,3.3,3.3,0
Roseau County,MN,0,0,0,0
Torrance County,NM,1,2.5,2.5,0
Kingfisher County,OK,2275,1.7971076923076894,4.5,0
Washington County,AL,0,0,0,0
Cleburne County,AL,5,2.05,2.3,0
Pemiscot County,MO,4851,1.646009070294793,4,0
Oglethorpe County,GA,7,2.412857142857143,3.5,0
Fleming County,KY,25,2.1959999999999997,3.04,0
Page County,IA,1,3.5,3.5,0
Macon County,MO,0,0,0,0
Missaukee County,MI,0,0,0,0
Lawrence County,IL,60,2.409333333333332,5.2,1
Clay County,SD,1,3,3,0
Jackson County,TX,0,0,0,0
Clarke County,VA,1,3.03,3.03,0
Arenac County,MI,0,0,0,0
Larue County,KY,0,0,0,0
Pecos County,TX,1,2.9,2.9,0
Mitchell County,NC,29,2.0655172413793106,2.8,0
Alleghany County,VA,2,2.515,2.7,0
Jackson Parish,LA,0,0,0,0
Sibley County,MN,0,0,0,0
Bledsoe County,TN,108,1.895277777777777,3.5,0
Hamilton County,IA,0,0,0,0
Jeff Davis County,GA,0,0,0,0
Karnes County,TX,1536,1.8937499999999987,4.8,0
LaSalle Parish,LA,0,0,0,0
Nelson County,VA,4,2.4000000000000004,2.7,0
Gasconade County,MO,2,2.3499999999999996,2.4,0
Gulf County,FL,0,0,0,0
Hale County,AL,4,3.1725000000000003,4.3,0
Franklin County,ID,703,1.6031578947368443,4.27,0
Jefferson County,FL,0,0,0,0
Pendleton County,KY,4,2.3075,2.6,0
Cannon County,TN,1,2.55,2.55,0
Harrison County,IA,0,0,0,0
Saline County,NE,0,0,0,0
Pike County,IL,0,0,0,0
Kossuth County,IA,0,0,0,0
Falls Church City,VA,6,1.9216666666666666,2.3,0
Renville County,MN,0,0,0,0
Nolan County,TX,1,1.8,1.8,0
Mills County,IA,0,0,0,0
Carbon County,WY,10,3.0599999999999996,3.6,0
Fulton County,PA,1,1.58,1.58,0
Dent County,MO,0,0,0,0
Moultrie County,IL,0,0,0,0
San Juan County,UT,4,2.07,2.28,0
Cedar County,MO,0,0,0,0
Harrison County,OH,5,2.272,2.6,0
Clay County,AR,32,2.4506250000000005,2.9,0
Las Animas County,CO,207,1.5222222222222224,4.1,0
Bourbon County,KS,1,2.8,2.8,0
Gogebic County,MI,0,0,0,0
Livingston County,MO,0,0,0,0
Butler County,IA,0,0,0,0
Choctaw County,OK,1,3,3,0
Nantucket County,MA,2,2.1,2.1,0
McKenzie County,ND,1,3.3,3.3,0
Atoka County,OK,221,1.7359728506787337,4.1,0
Noble County,OH,12,2.7074999999999996,3.4,0
Hardy County,WV,0,0,0,0
Wetzel County,WV,0,0,0,0
York County,NE,0,0,0,0
Craig County,OK,24,1.65125,2.07,0
Trigg County,KY,0,0,0,0
Smith County,MS,1,3,3,0
Clay County,AL,7,2.3785714285714286,2.6,0
Calhoun County,SC,6,1.7466666666666668,2.4,0
Rusk County,WI,0,0,0,0
Wadena County,MN,0,0,0,0
O'Brien County,IA,0,0,0,0
Estill County,KY,2,2.115,2.23,0
Price County,WI,0,0,0,0
Swain County,NC,95,2.0816842105263156,3.4,0
Screven County,GA,1,2,2,0
Knott County,KY,16,2.5325,4.2,0
Allamakee County,IA,0,0,0,0
Claiborne Parish,LA,0,0,0,0
Callahan County,TX,0,0,0,0
Massac County,IL,26,2.33,3.5,0
Morgan County,KY,5,2.2039999999999997,2.33,0
Crockett County,TN,47,1.903191489361702,3.4,0
Madison County,VA,1,2.5,2.5,0
Roane County,WV,8,2.6087499999999997,3.4,0
Dickenson County,VA,8,2.99,4.3,0
Faribault County,MN,0,0,0,0
Pennington County,MN,0,0,0,0
Ketchikan Gateway Borough,AK,1,2.5,2.5,0
Izard County,AR,32,2.154374999999999,2.5,0
Walthall County,MS,0,0,0,0
Stewart County,TN,0,0,0,0
Newton County,IN,0,0,0,0
Zapata County,TX,0,0,0,0
Trinity County,TX,0,0,0,0
Chowan County,NC,0,0,0,0
Pend Oreille County,WA,6,1.8583333333333334,2.6,0
Lamar County,AL,12,2.2708333333333335,3,0
Murray County,OK,1421,1.597551020408166,3.5,0
Comanche County,TX,0,0,0,0
Converse County,WY,11,3.190909090909091,3.8,0
Morgan County,OH,6,2.9,3.5,0
Archuleta County,CO,1,1.5,1.5,0
Glacier County,MT,35,1.730571428571429,2.4,0
White County,IL,11,2.5654545454545454,4.6,0
Fremont County,ID,133,1.6306766917293236,3.46,0
Washington County,IL,14,2.3964285714285714,3.07,0
Grundy County,TN,33,2.0084848484848483,3.13,0
Greene County,MS,0,0,0,0
Calhoun County,FL,0,0,0,0
Oglala Lakota County,SD,1,3,3,0
Martinsville City,VA,0,0,0,0
Shoshone County,ID,243,1.6819341563786017,3.3,0
Madison County,TX,0,0,0,0
Winn Parish,LA,0,0,0,0
Hamilton County,FL,0,0,0,0
Breathitt County,KY,13,2.43,2.9,0
Hughes County,OK,258,1.695000000000001,3.61,0
Ford County,IL,0,0,0,0
Union County,KY,5,2.544,2.9,0
Osage County,MO,0,0,0,0
Johnson County,IL,18,2.271111111111111,3.5,0
Amelia County,VA,7,2.548571428571428,3.6,0
Buffalo County,WI,0,0,0,0
Monroe County,OH,8,2.61125,3.4,0
Jackson County,KS,1,3.1,3.1,0
Crawford County,MI,0,0,0,0
Moffat County,CO,25,2.4520000000000004,3.5,0
Reeves County,TX,1525,1.8930886902111428,3.5,0
Millard County,UT,15,1.4173333333333333,2.16,0
Clay County,IL,3,3,3.4,0
Bamberg County,SC,4,2.24,2.6,0
Perquimans County,NC,0,0,0,0
Crenshaw County,AL,0,0,0,0
Presque Isle County,MI,0,0,0,0
Cass County,IA,0,0,0,0
Meigs County,TN,359,1.8836768802228423,4.4,0
Powell County,KY,3,2.1766666666666663,2.3,0
Calhoun County,MS,1,2,2,0
Lewis County,KY,18,2.1366666666666667,3.04,0
Jackson County,KY,0,0,0,0
Lincoln County,AR,3,2.2333333333333334,2.8,0
Big Horn County,MT,5,2.5799999999999996,3.3,0
Sanders County,MT,118,1.4931355932203392,3.7,0
Lamb County,TX,1,2.6,2.6,0
Mason County,IL,0,0,0,0
Kodiak Island Borough,AK,1913,1.8221118661787796,5.1,1
Webster County,KY,5,2.6119999999999997,3.03,0
Cass County,IL,0,0,0,0
Wright County,IA,0,0,0,0
Bath County,KY,12,2.1325000000000003,2.5,0
Lewis County,TN,4,2.1275,2.31,0
Bienville Parish,LA,9,2.666666666666667,3.6,0
Towns County,GA,5,1.9220000000000002,2.29,0
Wilbarger County,TX,0,0,0,0
Charlton County,GA,0,0,0,0
Howard County,AR,0,0,0,0
Boundary County,ID,16,1.918125,2.9,0
Vinton County,OH,5,3.04,3.5,0
Madison County,MO,15,2.227333333333333,2.5,0
Camp County,TX,0,0,0,0
Caldwell County,KY,2,2.455,2.52,0
Amite County,MS,0,0,0,0
Goshen County,WY,1,2.7,2.7,0
Morgan County,UT,611,1.5280523731587545,3.67,0
Poquoson City,VA,0,0,0,0
Choctaw County,AL,3,2.966666666666667,3.3,0
Rains County,TX,0,0,0,0
Jefferson County,MT,1328,1.6091867469879522,3.67,0
Allen County,KS,0,0,0,0
Stone County,AR,56,2.091428571428571,3.8,0
Pulaski County,IN,0,0,0,0
Yalobusha County,MS,2,1.85,2,0
Franklin County,FL,0,0,0,0
Bleckley County,GA,1,2.35,2.35,0
Monroe County,WV,18,2.4722222222222223,3.2,0
Lake County,MI,0,0,0,0
Chippewa County,MN,0,0,0,0
Butler County,KY,0,0,0,0
Tallahatchie County,MS,1,1.7,1.7,0
Grundy County,IA,0,0,0,0
Braxton County,WV,19,2.6157894736842104,3.4,0
Colfax County,NM,338,1.7949704142011846,4.4,0
Todd County,KY,0,0,0,0
Glades County,FL,0,0,0,0
Pamlico County,NC,1,2.9,2.9,0
Dawson County,TX,722,1.6645429362880888,5.1,1
Owyhee County,ID,0,0,0,0
Skamania County,WA,10334,1.9089307141426384,4.3,0
Juab County,UT,13,1.3946153846153844,1.67,0
Morrow County,OR,24,1.7533333333333336,3.2,0
Edmonson County,KY,0,0,0,0
Appanoose County,IA,0,0,0,0
Fulton County,AR,33,2.2266666666666666,2.7,0
Newton County,TX,0,0,0,0
Pike County,IN,6,2.3216666666666668,2.6,0
Crawford County,GA,2,2.1799999999999997,2.26,0
Telfair County,GA,0,0,0,0
Menard County,IL,0,0,0,0
Valley County,ID,481,2.1923492723492717,4.1,0
Northampton County,VA,0,0,0,0
Teton County,ID,262,1.628358778625955,3.9,0
Washington County,KY,3,2.36,2.39,0
Lyon County,IA,0,0,0,0
Northumberland County,VA,0,0,0,0
Mississippi County,MO,535,1.864392523364486,4,0
Rolette County,ND,0,0,0,0
Union County,IA,0,0,0,0
Sumter County,AL,7,2.6928571428571426,4.3,0
Morris County,TX,0,0,0,0
Blanco County,TX,1,2.4,2.4,0
Blackford County,IN,0,0,0,0
Lunenburg County,VA,0,0,0,0
Little River County,AR,1,1.9,1.9,0
Macon County,GA,0,0,0,0
Koochiching County,MN,0,0,0,0
Custer County,MT,0,0,0,0
Prowers County,CO,2,2.55,2.9,0
Lawrence County,MS,0,0,0,0
Jackson County,TN,0,0,0,0
Chickasaw County,IA,0,0,0,0
Douglas County,MO,6,2.273333333333334,2.56,0
Linn County,MO,0,0,0,0
Greene County,IL,0,0,0,0
Summers County,WV,14,2.539285714285714,3.2,0
Trousdale County,TN,0,0,0,0
Marion County,KS,37,2.6540540540540536,3.8,0
Shelby County,IA,0,0,0,0
Big Horn County,WY,5,2.432,2.8,0
Marshall County,IL,1,3.6,3.6,0
Terry County,TX,1,2.1,2.1,0
Barton County,MO,0,0,0,0
Haskell County,OK,1417,1.6596612561750168,3.73,0
Iron County,MI,0,0,0,0
Red River County,TX,0,0,0,0
Heard County,GA,1,2.21,2.21,0
Cherokee County,IA,0,0,0,0
Fergus County,MT,0,0,0,0
Ramsey County,ND,0,0,0,0
Sierra County,NM,0,0,0,0
Decatur County,TN,4,2.0275,2.4,0
Magoffin County,KY,7,2.531428571428571,3.2,0
Charlotte County,VA,0,0,0,0
Perry County,MS,0,0,0,0
Cottonwood County,MN,0,0,0,0
Live Oak County,TX,238,1.8844537815126052,3.4,0
Montgomery County,MO,0,0,0,0
Conecuh County,AL,1,2.5,2.5,0
Rio Grande County,CO,4,1.725,2.7,0
Clay County,NC,16,1.9956249999999998,2.74,0
Pope County,MN,0,0,0,0
Richland County,MT,1,2.6,2.6,0
Monroe County,KY,0,0,0,0
Okfuskee County,OK,498,1.793052208835342,3.7,0
Greensville County,VA,0,0,0,0
Green County,KY,0,0,0,0
Lincoln County,WA,32,1.5990624999999996,2.18,0
Owen County,KY,2,2.115,2.19,0
Ward County,TX,227,2.0563876651982382,3.6,0
Wabash County,IL,60,2.342333333333332,5.2,1
McIntosh County,GA,0,0,0,0
Jefferson Davis County,MS,1,2.14,2.14,0
Martin County,KY,4,2.52,3.2,0
DeKalb County,MO,0,0,0,0
Watonwan County,MN,0,0,0,0
Bacon County,GA,0,0,0,0
Alleghany County,NC,90,1.9337777777777783,5.1,1
Lake County,SD,1,3.1,3.1,0
Desha County,AR,1,1.84,1.84,0
Dooly County,GA,0,0,0,0
Grant County,WV,0,0,0,0
Candler County,GA,3,3.283333333333333,3.9,0
Wayne County,MO,35,2.3739999999999997,4,0
Lake County,MN,9,2.5555555555555554,3.2,0
Noble County,OK,3670,2.197901907356963,5.8,1
Washington County,NC,0,0,0,0
North Slope Borough,AK,0,0,0,0
Carroll County,KY,1,2.19,2.19,0
Carbon County,MT,4,2.3325,3.2,0
Lancaster County,VA,0,0,0,0
Washington County,ID,15,2.1393333333333335,3.4,0
Mackinac County,MI,0,0,0,0
Washita County,OK,5,1.616,1.78,0
St. Helena Parish,LA,1,3,3,0
Barnes County,ND,0,0,0,0
Sussex County,VA,0,0,0,0
Pushmataha County,OK,7,1.8985714285714284,3,0
Middlesex County,VA,0,0,0,0
Ripley County,MO,76,2.516973684210526,3.9,0
Box Butte County,NE,0,0,0,0
Camden County,NC,0,0,0,0
Evans County,GA,4,2.6425,3.6,0
Hancock County,IA,0,0,0,0
Louisa County,IA,0,0,0,0
Early County,GA,0,0,0,0
Roosevelt County,MT,1,3.8,3.8,0
Winnebago County,IA,0,0,0,0
Guthrie County,IA,0,0,0,0
Red Willow County,NE,3,3,3.3,0
Mitchell County,IA,0,0,0,0
Custer County,NE,25,3.0359999999999996,4.1,0
Colfax County,NE,1,3.3,3.3,0
Butte County,SD,0,0,0,0
Franklin County,TX,0,0,0,0
Crawford County,IN,0,0,0,0
Walsh County,ND,0,0,0,0
Gates County,NC,0,0,0,0
Clay County,TX,0,0,0,0
Ralls County,MO,2,2.5999999999999996,2.9,0
Cumberland County,IL,1,3.26,3.26,0
Metcalfe County,KY,0,0,0,0
Bradley County,AR,0,0,0,0
Wilcox County,AL,0,0,0,0
Johnston County,OK,572,1.5253146853146853,3.5,0
Coosa County,AL,4,2.3125,2.6,0
Alcona County,MI,0,0,0,0
Leslie County,KY,29,2.3993103448275863,4.2,0
Montgomery County,IA,0,0,0,0
Roberts County,SD,0,0,0,0
Nemaha County,KS,0,0,0,0
Love County,OK,113,2.1589380530973448,3.5,0
Pike County,AR,0,0,0,0
Bullock County,AL,0,0,0,0
Howard County,MO,0,0,0,0
Noxubee County,MS,0,0,0,0
Lanier County,GA,0,0,0,0
Holt County,NE,2,3.55,4.3,0
Perry County,AR,11,2.127272727272728,2.6,0
Lowndes County,AL,0,0,0,0
Marshall County,KS,1,2.9,2.9,0
Sabine County,TX,2,2.7,3.3,0
Chicot County,AR,1,3.7,3.7,0
Franklin County,IA,0,0,0,0
Keokuk County,IA,0,0,0,0
Jackson County,MN,0,0,0,0
Webster County,MS,0,0,0,0
Nome Census Area,AK,149,1.8449664429530204,3.8,0
Yuma County,CO,0,0,0,0
Switzerland County,IN,1,2.19,2.19,0
Benewah County,ID,45,2.0451111111111118,2.76,0
Pulaski County,GA,1,2.35,2.35,0
Runnels County,TX,0,0,0,0
Calhoun County,IA,0,0,0,0
Martin County,IN,1,2.2,2.2,0
Ochiltree County,TX,1,2.8,2.8,0
Scott County,AR,1,2.7,2.7,0
Carroll County,MS,0,0,0,0
Duval County,TX,0,0,0,0
Grundy County,MO,0,0,0,0
McLean County,ND,0,0,0,0
Swift County,MN,0,0,0,0
Wayne County,NE,0,0,0,0
Sac County,IA,0,0,0,0
Madison Parish,LA,0,0,0,0
Parmer County,TX,0,0,0,0
Cumberland County,VA,18,2.495,4.5,0
Linn County,KS,1,2.8,2.8,0
Montgomery County,MS,0,0,0,0
McCormick County,SC,36,2.2822222222222224,4.1,0
Grand County,UT,36,1.8633333333333328,3.76,0
Clarke County,IA,0,0,0,0
Stevens County,MN,0,0,0,0
Marion County,TX,7,2.857142857142857,3.5,0
Rock County,MN,0,0,0,0
West Carroll Parish,LA,0,0,0,0
Beaverhead County,MT,795,1.6005283018867926,5.6,1
Tunica County,MS,6,2.4116666666666666,2.8,0
Humboldt County,IA,0,0,0,0
Mountrail County,ND,0,0,0,0
Caldwell Parish,LA,0,0,0,0
Wilkes County,GA,20,2.341,3.5,0
Zavala County,TX,6,2.0833333333333335,2.2,0
Deer Lodge County,MT,17,1.4611764705882355,2.8,0
Somervell County,TX,10,2.45,3.3,0
Yellow Medicine County,MN,0,0,0,0
Latimer County,OK,1580,1.6431645569620255,3.73,0
Iron County,MO,10,2.1550000000000002,2.32,0
Cheyenne County,NE,0,0,0,0
Brewster County,TX,2,3.0999999999999996,3.3,0
Howard County,IA,0,0,0,0
Greenlee County,AZ,462,2.7132034632034623,3.8,0
St. Clair County,MO,2,2.45,2.6,0
Hamilton County,NE,1,2.8,2.8,0
Brown County,KS,0,0,0,0
Nowata County,OK,12,1.9616666666666667,2.7,0
Rice County,KS,19,2.436842105263158,3.4,0
Irwin County,GA,0,0,0,0
Montmorency County,MI,0,0,0,0
Clear Creek County,CO,3,2.3333333333333335,2.5,0
Pipestone County,MN,0,0,0,0
Emmet County,IA,0,0,0,0
Todd County,SD,2,3.05,3.2,0
Charles Mix County,SD,3,3.1,3.7,0
Stephens County,TX,0,0,0,0
Forest County,WI,1,2.5,2.5,0
Jones County,NC,1,2.1,2.1,0
Clinton County,KY,1,2.4,2.4,0
Jasper County,IL,1,2.41,2.41,0
Johnson County,GA,1,2.42,2.42,0
Chattahoochee County,GA,0,0,0,0
McLean County,KY,8,2.53375,3.03,0
Davis County,IA,0,0,0,0
Pratt County,KS,4,3.3,4,0
Seminole County,GA,0,0,0,0
Stillwater County,MT,1,1.48,1.48,0
Richmond County,VA,0,0,0,0
Hancock County,KY,0,0,0,0
Mitchell County,TX,489,1.749693251533743,3.6,0
Phelps County,NE,0,0,0,0
Cuming County,NE,0,0,0,0
Madison County,MT,800,1.46175,4.4,0
Cloud County,KS,10,2.7600000000000002,3.3,0
Crittenden County,KY,3,2.3266666666666667,2.39,0
Marshall County,MN,0,0,0,0
Livingston County,KY,5,2.424,3.1,0
Terrell County,GA,0,0,0,0
Clearwater County,ID,14,1.9392857142857145,3.2,0
Turner County,GA,0,0,0,0
Claiborne County,MS,0,0,0,0
Palo Alto County,IA,0,0,0,0
Caldwell County,MO,0,0,0,0
Dawson County,MT,0,0,0,0
White Pine County,NV,150,1.9811333333333345,3.6,0
Kemper County,MS,3,1.9166666666666667,2.1,0
Lyon County,KY,1,2.29,2.29,0
Alger County,MI,0,0,0,0
Sublette County,WY,2,3.25,3.9,0
Wilkinson County,GA,7,2.6485714285714286,3.5,0
Wilcox County,GA,0,0,0,0
Ozark County,MO,48,2.0902083333333326,2.51,0
Turner County,SD,2,2.85,3,0
Gallatin County,KY,1,2.19,2.19,0
Catahoula Parish,LA,0,0,0,0
Archer County,TX,1,2.7,2.7,0
Greene County,IA,0,0,0,0
Benton County,IN,0,0,0,0
Oregon County,MO,31,2.3441935483870973,3.9,0
Custer County,SD,5,3.02,3.6,0
Lucas County,IA,0,0,0,0
Montgomery County,GA,0,0,0,0
Jenkins County,GA,0,0,0,0
Monroe County,MO,4,2.545,2.9,0
Modoc County,CA,17,1.911764705882353,3.37,0
Hancock County,GA,29,2.3462068965517244,3.2,0
Jack County,TX,9,2.5777777777777775,3.7,0
Monona County,IA,0,0,0,0
Woods County,OK,3339,1.964432464809827,5.1,1
Quay County,NM,1,2.6,2.6,0
Platte County,WY,1,3,3,0
Blaine County,OK,998,1.7877354709418845,3.91,0
Johnson County,WY,9,2.9000000000000004,3.3,0
Clearwater County,MN,0,0,0,0
Montgomery County,AR,1,2.2,2.2,0
Perry County,TN,1,2.2,2.2,0
Wilson County,KS,1,3,3,0
Trimble County,KY,1,2.78,2.78,0
Mathews County,VA,0,0,0,0
Lee County,AR,7,2.295714285714286,2.7,0
Dimmit County,TX,15,2.2199999999999998,2.6,0
Hickory County,MO,1,3.1,3.1,0
Warren County,IN,0,0,0,0
Carroll County,MO,0,0,0,0
Kiowa County,OK,26,1.5050000000000001,2.07,0
Daviess County,MO,0,0,0,0
Maries County,MO,0,0,0,0
Bracken County,KY,15,2.234666666666667,2.78,0
Butler County,NE,1,3.3,3.3,0
Sitka City and Borough,AK,287,1.5618815331010452,3,0
Wilkinson County,MS,0,0,0,0
Ritchie County,WV,9,2.6333333333333337,2.8,0
Knox County,NE,1,2.5,2.5,0
Cedar County,NE,0,0,0,0
Mercer County,ND,0,0,0,0
Oscoda County,MI,0,0,0,0
Hamilton County,TX,0,0,0,0
Coffey County,KS,0,0,0,0
Houston County,TN,0,0,0,0
Kusilvak Census Area,AK,1,1.3,1.3,0
Atkinson County,GA,0,0,0,0
Lake County,OR,31,1.85741935483871,2.77,0
Webster County,WV,8,2.5124999999999997,3.4,0
Baraga County,MI,0,0,0,0
Keith County,NE,0,0,0,0
Rosebud County,MT,65,2.936923076923077,3.3,0
Perry County,AL,7,2.6,3.4,0
Nevada County,AR,0,0,0,0
Franklin City,VA,0,0,0,0
Dawes County,NE,3,2.7000000000000006,2.8,0
Harrison County,MO,0,0,0,0
Tyler County,WV,5,2.482,3,0
Choctaw County,MS,0,0,0,0
Lemhi County,ID,141,1.7837588652482272,3.6,0
Prairie County,AR,9,2.0311111111111106,2.4,0
Murray County,MN,0,0,0,0
Schoolcraft County,MI,0,0,0,0
Clay County,KS,0,0,0,0
Boise County,ID,28,2.0425000000000004,3.2,0
Graham County,NC,153,1.9602614379084968,4.1,0
Lafayette County,FL,0,0,0,0
San Miguel County,CO,8,2.44875,3.3,0
Power County,ID,1,1.43,1.43,0
Kane County,UT,72,1.9530555555555564,3.33,0
Traill County,ND,0,0,0,0
Hamilton County,IL,16,2.4575,3.6,0
Clay County,WV,17,2.6564705882352944,3.4,0
Thomas County,KS,0,0,0,0
San Augustine County,TX,5,2.8199999999999994,3.3,0
Twiggs County,GA,5,2.54,3.5,0
Searcy County,AR,22,2.429090909090909,3.7,0
Pocahontas County,WV,3,2.283333333333333,2.43,0
Anderson County,KS,0,0,0,0
Richardson County,NE,1,3.6,3.6,0
Taylor County,GA,1,2.1,2.1,0
Lincoln County,GA,36,2.2769444444444447,4.1,0
Doddridge County,WV,0,0,0,0
Coleman County,TX,0,0,0,0
Allendale County,SC,3,2.0833333333333335,2.45,0
Washakie County,WY,13,2.766923076923076,3.6,0
Merrick County,NE,0,0,0,0
Ballard County,KY,80,2.445375,4,0
Decatur County,IA,0,0,0,0
Major County,OK,2969,2.007440215560795,5.1,1
Nicholas County,KY,14,2.1835714285714287,2.78,0
Franklin County,MS,0,0,0,0
Liberty County,FL,0,0,0,0
Dade County,MO,0,0,0,0
Clay County,TN,1,2.4,2.4,0
Northwest Arctic Borough,AK,45,1.7644444444444445,3.5,0
Benton County,MS,0,0,0,0
Greene County,AL,30,2.564333333333333,4.3,0
Yoakum County,TX,1,1.4,1.4,0
Pleasants County,WV,10,2.571,3.1,0
Humphreys County,MS,1,3.7,3.7,0
McCulloch County,TX,0,0,0,0
Monroe County,IA,0,0,0,0
Grant County,SD,0,0,0,0
Valley County,MT,0,0,0,0
Winkler County,TX,319,2.0003134796238258,3.9,0
Conejos County,CO,1,2.7,2.7,0
Wallowa County,OR,35,1.9822857142857149,3.35,0
Red River Parish,LA,10,2.6700000000000004,3.6,0
Harney County,OR,0,0,0,0
Doniphan County,KS,2,2.85,3.1,0
Cleveland County,AR,1,2.06,2.06,0
Marion County,GA,0,0,0,0
Adair County,IA,0,0,0,0
Wheeler County,GA,0,0,0,0
Lexington City,VA,0,0,0,0
Lake County,CO,7,2.5428571428571423,2.9,0
Rappahannock County,VA,2,2.27,2.5,0
Chariton County,MO,0,0,0,0
Hutchinson County,SD,1,3.1,3.1,0
Grand Isle County,VT,17,1.8005882352941176,2.4,0
Worth County,IA,0,0,0,0
Gilmer County,WV,16,2.64375,3.4,0
Lee County,KY,2,2.15,2.3,0
Pepin County,WI,0,0,0,0
Crook County,WY,1,2.5,2.5,0
Elliott County,KY,7,2.0957142857142856,2.48,0
Castro County,TX,0,0,0,0
